78778,11911
79822,11911
79822,12614
80831,12614
80831,13639
81567,13639
81567,14385
82538,14385
82538,15325
83329,15325
83329,15937
84444,15937
84444,17201
84891,17201
84891,18096
85709,18096
85709,19014
86502,19014
86502,19592
87717,19592
87717,20687
88306,20687
88306,22064
88489,22064
88489,23010
89241,23010
89241,23934
90033,23934
90033,24664
91154,24664
91154,25990
91310,25990
91310,27161
91692,27161
91692,27891
92904,27891
92904,29292
92816,29292
92816,30207
93715,30207
93715,31211
94463,31211
94463,32417
94738,32417
94738,33487
95359,33487
95359,34662
95700,34662
95700,35837
96033,35837
96033,36919
96694,36919
96694,38202
96633,38202
96633,39471
96544,39471
96544,40630
96914,40630
96914,41819
97152,41819
97152,43058
97057,43058
97057,44145
98103,44145
98103,45437
97492,45437
97492,46636
97663,46636
97663,47846
97715,47846
97715,49054
97829,49054
97829,50267
