87|96
87|42
87|93
87|83
87|19
87|17
87|72
87|48
87|22
87|79
87|39
87|67
87|62
87|86
87|92
87|27
87|34
87|69
87|66
87|91
87|18
87|26
46|87
46|64
46|28
46|74
46|24
46|26
46|27
46|85
46|61
46|48
46|18
46|95
46|89
46|88
46|36
46|92
46|23
46|75
46|11
46|82
46|53
46|52
46|51
46|99
22|95
22|41
22|99
22|63
22|61
22|15
22|39
22|82
22|85
22|96
22|64
22|23
22|11
22|65
22|46
22|12
22|19
22|72
22|24
22|89
22|52
22|25
22|75
22|36
74|39
74|83
74|93
74|48
74|51
74|67
74|42
74|34
74|17
74|27
74|58
74|72
74|18
74|91
74|22
74|62
74|69
74|86
74|87
74|79
74|19
74|66
74|26
74|92
86|62
86|99
86|19
86|96
86|23
86|11
86|65
86|58
86|15
86|61
86|66
86|79
86|17
86|95
86|25
86|75
86|22
86|46
86|72
86|41
86|12
86|64
86|63
86|39
52|17
52|88
52|93
52|62
52|92
52|48
52|91
52|69
52|28
52|83
52|74
52|27
52|86
52|26
52|79
52|51
52|34
52|66
52|18
52|87
52|42
52|58
52|53
52|67
53|93
53|26
53|87
53|48
53|86
53|67
53|74
53|42
53|17
53|92
53|62
53|58
53|66
53|39
53|51
53|27
53|79
53|28
53|91
53|83
53|69
53|34
53|22
53|18
82|52
82|85
82|24
82|88
82|74
82|17
82|48
82|67
82|53
82|26
82|83
82|92
82|28
82|51
82|69
82|18
82|27
82|87
82|34
82|86
82|42
82|89
82|93
82|91
65|74
65|28
65|99
65|88
65|64
65|52
65|61
65|46
65|27
65|24
65|53
65|63
65|95
65|85
65|75
65|36
65|41
65|87
65|89
65|11
65|12
65|23
65|25
65|82
34|66
34|19
34|39
34|83
34|22
34|72
34|64
34|93
34|79
34|12
34|15
34|86
34|75
34|41
34|96
34|62
34|69
34|65
34|46
34|63
34|17
34|58
34|42
34|25
95|36
95|18
95|52
95|67
95|24
95|89
95|92
95|82
95|88
95|48
95|61
95|26
95|53
95|74
95|28
95|51
95|91
95|87
95|23
95|85
95|34
95|83
95|27
95|99
88|53
88|26
88|91
88|69
88|28
88|17
88|86
88|62
88|83
88|58
88|48
88|87
88|22
88|27
88|42
88|51
88|92
88|66
88|18
88|34
88|93
88|74
88|67
88|79
92|17
92|91
92|83
92|34
92|69
92|51
92|42
92|93
92|15
92|86
92|62
92|67
92|63
92|39
92|19
92|26
92|72
92|66
92|48
92|79
92|65
92|58
92|22
92|96
18|42
18|15
18|22
18|67
18|62
18|58
18|86
18|39
18|17
18|66
18|26
18|34
18|83
18|72
18|96
18|92
18|19
18|79
18|69
18|51
18|93
18|65
18|91
18|48
79|85
79|15
79|65
79|89
79|39
79|75
79|11
79|61
79|63
79|12
79|41
79|72
79|82
79|19
79|36
79|99
79|24
79|64
79|25
79|46
79|95
79|22
79|96
79|23
96|74
96|95
96|85
96|65
96|52
96|25
96|23
96|36
96|89
96|53
96|24
96|11
96|41
96|64
96|88
96|63
96|99
96|61
96|46
96|75
96|28
96|12
96|82
69|12
69|62
69|65
69|86
69|79
69|11
69|58
69|17
69|63
69|15
69|93
69|39
69|75
69|42
69|46
69|41
69|96
69|64
69|72
69|19
69|25
69|22
41|18
41|64
41|52
41|74
41|23
41|95
41|53
41|89
41|85
41|25
41|36
41|82
41|99
41|46
41|87
41|92
41|27
41|75
41|11
41|88
41|24
66|23
66|41
66|22
66|25
66|79
66|11
66|82
66|15
66|64
66|61
66|36
66|12
66|19
66|65
66|85
66|39
66|46
66|63
66|72
66|89
25|88
25|26
25|92
25|28
25|46
25|95
25|11
25|23
25|36
25|87
25|82
25|27
25|53
25|18
25|52
25|24
25|85
25|64
25|99
11|48
11|89
11|18
11|87
11|28
11|23
11|34
11|85
11|92
11|36
11|52
11|24
11|91
11|27
11|53
11|99
11|88
11|67
17|95
17|99
17|36
17|79
17|61
17|15
17|11
17|19
17|65
17|96
17|22
17|12
17|25
17|23
17|72
17|75
17|66
63|85
63|99
63|74
63|36
63|82
63|18
63|61
63|41
63|95
63|89
63|64
63|28
63|23
63|87
63|75
63|88
72|52
72|88
72|46
72|64
72|41
72|25
72|12
72|99
72|96
72|63
72|15
72|19
72|75
72|65
72|89
61|88
61|82
61|67
61|89
61|26
61|92
61|28
61|53
61|48
61|85
61|18
61|36
61|24
61|34
19|12
19|11
19|82
19|63
19|61
19|88
19|96
19|23
19|95
19|15
19|24
19|53
19|99
39|63
39|65
39|24
39|89
39|41
39|72
39|19
39|46
39|88
39|11
39|52
39|75
58|66
58|12
58|79
58|61
58|41
58|46
58|19
58|11
58|96
58|15
58|99
75|95
75|24
75|36
75|27
75|52
75|67
75|23
75|85
75|26
75|92
89|28
89|18
89|34
89|53
89|51
89|92
89|48
89|42
89|83
36|34
36|88
36|69
36|89
36|83
36|48
36|27
36|51
27|62
27|86
27|42
27|58
27|51
27|79
27|92
91|79
91|65
91|64
91|19
91|25
91|86
15|89
15|25
15|99
15|64
15|24
93|42
93|86
93|19
93|96
28|83
28|66
28|27
67|19
67|15
23|91

27,51,67,91,42,86,58,66,39,72,96
